Employee_Number,Age,Age_Group,Attrition,Business_Travel,Daily_Rate,Department,Distance_From_Home,Education,Education_Field,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Rate,Num_Companies_Worked,Over_Time,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Stock_Option_Level,Total_Working_Years,Training_Times_Last_Year,Work_Life_Balance,Years_At_Company,Years_Since_Last_Promotion,Years_With_Curr_Manager,Date_Birth,Remote_Work,Satisfaction_Group
1111,28,26-35,True,Unknown,1009,Research & Development,1,3,Medical,1,M,45,2,1, Laboratory Technician ,2,Divorced,7160,1,False,0.15,3,1,2,11,2,3,1,0,0,1995,False,B
1113,50,46-55,True,Unknown,99999,Sales,1,4,Unknown,4,M,81,3,2, Sales Executive ,3,Single,17251,3,True,0.14,3,4,0,5,4,3,0,0,0,1973,True,A
1115,34,26-35,False,Unknown,697,Research & Development,3,4,Unknown,3,M,40,2,1, Research Scientist ,4,Unknown,22478,3,False,0.17,3,4,3,6,2,3,0,0,0,1989,True,A
1125,38,36-45,False,Travel Rarely,130,Sales,2,2,Marketing,4,M,32,3,3, Sales Executive ,2,Single,20619,7,False,0.16,3,3,0,11,2,3,1,0,0,1985,True,B
2394,42,36-45,False,Unknown,188,Research & Development,29,3,Unknown,2,M,56,1,2, Laboratory Technician ,4,Unknown,9558,4,Unknown,0.19,3,1,0,16,3,3,1,0,0,1981,False,A
1156,18,18-25,True,Unknown,247,Research & Development,8,1,Unknown,3,M,80,3,1, Laboratory Technician ,3,Single,13556,1,False,0.12,3,4,0,11,0,3,0,0,0,2005,True,A
1158,41,36-45,False,Unknown,167,Research & Development,12,4,Unknown,2,M,46,3,1, Laboratory Technician ,4,Unknown,9051,3,True,0.11,3,1,1,6,4,3,1,0,0,1982,False,A
1172,35,26-35,False,Travel Rarely,982,Research & Development,1,4,Medical,4,M,58,2,1, Laboratory Technician ,3,Unknown,16340,6,False,0.12,3,2,1,11,2,3,8,1,7,1988,True,A
1190,32,26-35,False,Unknown,862,Sales,2,1,Unknown,3,F,76,3,1, Sales Representative ,1,Unknown,14947,1,Unknown,0.12,3,3,3,1,3,3,1,0,0,1991,True,B
2395,22,18-25,True,Unknown,1256,Research & Development,3,4,Life Sciences,3,M,48,2,1, Research Scientist ,4,Married,4223,0,True,0.11,3,2,1,1,5,3,0,0,0,2001,True,A
1206,44,36-45,False,Non Travel,111,Research & Development,26,3,Unknown,3,M,74,1,1, Research Scientist ,3,Single,4279,2,False,0.13,3,4,0,6,3,3,0,0,0,1979,True,A
1210,41,36-45,True,Non Travel,906,Research & Development,5,2,Life Sciences,1,M,95,2,1, Research Scientist ,1,Unknown,20293,6,False,0.17,3,1,1,5,2,1,1,0,0,1982,True,B
2396,40,36-45,False,Travel Frequently,1184,Sales,2,4,Unknown,2,M,62,3,2, Sales Executive ,2,Unknown,25440,5,False,0.12,3,4,3,11,2,3,0,0,0,1983,False,B
2397,24,18-25,True,Unknown,984,Research & Development,17,2,Life Sciences,4,F,97,3,1, Laboratory Technician ,2,Unknown,3372,1,Unknown,0.13,3,1,1,1,3,1,1,0,0,1999,True,B
1242,42,36-45,False,Travel Frequently,458,Research & Development,26,5,Medical,1,F,60,3,3, Research Director ,1,Married,23281,3,True,0.17,3,3,0,11,6,3,1,0,0,1981,False,B
1256,49,46-55,False,Unknown,1098,Research & Development,4,2,Medical,1,M,85,2,5, Manager ,3,Married,12124,2,Unknown,0.13,3,3,1,23,2,4,1,0,0,1974,True,A
1258,48,46-55,False,Travel Rarely,969,Research & Development,2,2,Technical Degree,4,M,76,4,1, Laboratory Technician ,2,Single,16620,5,Unknown,0.11,3,3,0,7,4,2,1,0,0,1975,True,B
1260,29,26-35,False,Travel Rarely,1329,Research & Development,7,3,Unknown,3,M,82,3,2, Healthcare Representative ,4,Unknown,4204,1,Unknown,0.11,3,2,2,6,2,3,6,1,0,1994,True,A
1263,48,46-55,False,Unknown,715,Research & Development,1,3,Life Sciences,4,M,76,2,5, Research Director ,4,Single,8733,6,False,0.12,3,3,0,11,3,4,1,0,0,1975,True,A
2398,34,26-35,False,Unknown,1320,Research & Development,20,3,Technical Degree,3,F,89,4,1, Research Scientist ,3,Unknown,21643,0,False,0.17,3,4,0,2,5,2,1,0,0,1989,True,A
1269,19,18-25,False,Unknown,265,Research & Development,25,3,Life Sciences,2,F,57,4,1, Research Scientist ,4,Single,21221,1,Unknown,0.12,3,4,0,1,2,3,1,0,1,2004,True,A
1270,23,18-25,False,Unknown,373,Research & Development,1,2,Unknown,4,M,47,3,1, Research Scientist ,3,Unknown,16901,1,False,0.22,4,4,1,1,2,3,1,0,1,2000,False,A
1273,25,18-25,True,Travel Frequently,599,Unknown,32,1,Unknown,3,M,73,1,1, Sales Representative ,4,Single,8040,1,True,0.14,3,4,0,1,4,3,1,1,0,1998,True,A
2399,42,36-45,False,Unknown,603,Research & Development,34,4,Medical,2,F,78,4,2, Research Scientist ,2,Married,5628,6,True,0.16,3,4,0,18,2,3,1,0,0,1981,False,B
2400,51,46-55,False,Travel Frequently,968,Research & Development,6,2,Medical,2,F,40,2,1, Laboratory Technician ,3,Single,4257,0,Unknown,0.14,3,2,0,8,6,2,7,7,7,1972,False,A
1306,45,36-45,False,Travel Frequently,364,Unknown,25,3,Medical,2,F,99999,3,5, Manager ,2,Unknown,13035,3,Unknown,0.22,4,3,0,22,4,3,0,0,0,1978,False,B
1364,27,26-35,False,Unknown,1291,Unknown,11,3,Medical,3,F,98,4,1, Sales Representative ,4,Married,6527,8,Unknown,0.14,3,2,1,5,4,3,1,0,0,1996,True,A
1368,18,18-25,False,Non Travel,1124,Research & Development,1,3,Unknown,4,F,97,3,1, Laboratory Technician ,4,Single,19305,1,Unknown,0.15,3,3,0,0,5,4,0,0,0,2005,False,A
1379,31,26-35,True,Travel Frequently,703,Unknown,2,3,Unknown,3,F,90,2,1, Sales Representative ,4,Single,11882,7,False,0.14,3,3,0,3,3,4,1,0,0,1992,True,A
1427,31,26-35,True,Travel Frequently,99999,Unknown,1,4,Life Sciences,2,F,50,1,1, Sales Representative ,3,Single,16154,1,Unknown,0.12,3,2,0,11,3,3,1,0,0,1992,False,A
1433,31,26-35,True,Travel Rarely,202,Research & Development,8,3,Life Sciences,1,F,34,2,1, Research Scientist ,2,Unknown,22262,1,Unknown,0.12,3,3,0,11,3,4,1,0,0,1992,False,B
1434,27,26-35,False,Travel Rarely,1377,Research & Development,11,1,Life Sciences,2,M,91,3,1, Laboratory Technician ,1,Married,7679,0,Unknown,0.14,3,2,0,6,3,4,5,1,4,1996,False,B
1458,39,36-45,True,Unknown,592,Research & Development,2,3,Unknown,1,F,54,2,1, Laboratory Technician ,1,Single,17181,2,True,0.23,4,2,0,11,2,4,1,0,0,1984,True,B
1481,44,36-45,False,Travel Frequently,383,Sales,1,5,Marketing,1,F,79,3,2, Sales Executive ,3,Married,9282,7,Unknown,0.12,3,3,1,11,4,2,1,0,0,1979,False,A
1482,30,26-35,False,Unknown,990,Research & Development,25,3,Unknown,3,M,99999,3,1, Research Scientist ,3,Unknown,7152,1,Unknown,0.13,3,2,2,1,2,2,1,0,0,1993,False,A
2401,35,26-35,False,Travel Rarely,660,Unknown,26,1,Life Sciences,4,M,76,3,1, Sales Representative ,3,Unknown,16192,1,False,0.13,3,1,1,1,3,3,1,0,0,1988,True,A
1494,24,18-25,True,Travel Frequently,381,Research & Development,9,3,Unknown,2,M,89,3,1, Laboratory Technician ,1,Unknown,16998,2,Unknown,0.11,3,3,0,11,2,2,0,0,0,1999,False,B
2402,24,18-25,False,Unknown,830,Unknown,13,2,Unknown,4,F,78,3,1, Sales Representative ,2,Married,7103,1,Unknown,0.13,3,3,1,1,2,3,1,0,0,1999,True,B
1504,28,26-35,True,Unknown,289,Research & Development,2,2,Medical,3,M,99999,2,1, Laboratory Technician ,1,Single,5355,7,False,0.11,3,3,0,8,2,2,0,0,0,1995,True,B
2403,28,26-35,False,Travel Rarely,1423,Research & Development,1,3,Life Sciences,1,M,72,2,1, Research Scientist ,3,Unknown,12530,1,Unknown,0.14,3,4,1,1,2,1,1,0,0,1995,False,A
1515,33,26-35,False,Unknown,516,Research & Development,8,5,Unknown,4,M,69,3,2, Healthcare Representative ,3,Unknown,22049,2,Unknown,0.17,3,1,0,14,6,3,0,0,0,1990,True,A
1525,39,36-45,False,Travel Rarely,1089,Research & Development,6,3,Unknown,2,F,32,3,3, Manufacturing Director ,2,Single,9150,4,Unknown,0.18,3,4,0,9,3,3,2,2,2,1984,False,B
1542,42,36-45,False,Unknown,1210,Research & Development,2,3,Medical,3,M,68,2,1, Laboratory Technician ,2,Married,24052,4,Unknown,0.14,3,2,1,11,3,3,1,0,0,1981,True,B
1558,29,26-35,False,Travel Rarely,598,Research & Development,9,3,Unknown,3,M,91,4,1, Research Scientist ,3,Married,22376,6,False,0.18,3,1,2,11,2,2,1,0,0,1994,False,A
1564,35,26-35,False,Travel Rarely,992,Research & Development,1,3,Unknown,4,M,68,2,1, Laboratory Technician ,1,Unknown,21731,1,False,0.19,3,2,0,11,3,3,3,1,2,1988,False,B
2404,35,26-35,True,Travel Rarely,104,Research & Development,14,3,Unknown,2,F,69,3,1, Laboratory Technician ,1,Unknown,26619,1,Unknown,0.12,3,4,1,1,2,3,1,0,0,1988,True,B
1577,34,26-35,False,Unknown,479,Research & Development,13,4,Medical,2,M,35,3,1, Research Scientist ,4,Single,22061,1,Unknown,0.13,3,3,0,11,4,3,1,0,0,1989,False,A
1581,26,26-35,False,Travel Rarely,474,Research & Development,3,3,Unknown,1,F,89,3,1, Research Scientist ,4,Unknown,11133,1,Unknown,0.21,4,1,0,1,5,3,1,0,0,1997,True,A
2405,36,36-45,False,Travel Rarely,884,Sales,1,4,Life Sciences,2,F,73,3,2, Sales Executive ,3,Single,21447,6,False,0.13,3,1,0,11,5,3,1,0,0,1987,True,A
1591,50,46-55,False,Unknown,264,Unknown,24,3,Marketing,3,M,59,3,5, Manager ,3,Married,19519,4,True,0.16,3,3,1,11,2,3,1,0,0,1973,False,A
2406,42,36-45,False,Travel Rarely,1059,Unknown,9,2,Unknown,4,M,93,2,5, Manager ,4,Unknown,26362,8,False,0.22,4,4,0,24,2,3,1,0,1,1981,False,A
1601,35,26-35,False,Unknown,1349,Research & Development,7,2,Life Sciences,3,M,63,2,1, Laboratory Technician ,4,Unknown,7713,1,False,0.18,3,4,1,11,5,2,1,0,1,1988,False,A
1602,46,46-55,False,Travel Rarely,563,Unknown,1,4,Life Sciences,4,M,56,4,4, Manager ,1,Unknown,3156,1,Unknown,0.15,3,2,0,27,5,1,26,0,12,1977,False,B
1624,18,18-25,True,Travel Frequently,544,Sales,3,2,Medical,2,F,70,3,1, Sales Representative ,4,Single,18420,1,True,0.12,3,3,0,0,2,4,0,0,0,2005,True,A
1669,29,26-35,False,Unknown,991,Sales,5,3,Unknown,1,M,43,2,2, Sales Executive ,2,Divorced,3356,1,True,0.13,3,2,1,10,3,2,10,0,9,1994,True,B
1673,31,26-35,False,Unknown,1112,Sales,5,4,Life Sciences,1,F,67,3,2, Sales Executive ,4,Unknown,22589,1,False,0.11,3,1,2,10,2,3,10,0,2,1992,True,A
1678,41,36-45,False,Travel Rarely,1206,Sales,23,2,Unknown,4,M,80,3,3, Sales Executive ,3,Single,11591,3,Unknown,0.16,3,4,0,21,2,3,2,0,2,1982,True,A
2407,38,36-45,False,Travel Rarely,1495,Research & Development,4,2,Unknown,4,F,87,3,1, Laboratory Technician ,3,Unknown,26176,7,Unknown,0.19,3,4,1,7,5,3,0,0,0,1985,True,A
2408,32,26-35,True,Travel Rarely,1259,Research & Development,2,4,Life Sciences,4,M,95,3,1, Laboratory Technician ,2,Single,24852,1,False,0.12,3,1,0,1,2,3,1,0,0,1991,True,B
1697,60,56-65,False,Unknown,99999,Research & Development,1,4,Unknown,3,M,92,1,3, Healthcare Representative ,4,Divorced,20467,3,False,0.2,4,3,1,19,2,4,1,0,0,1963,False,A
1714,24,18-25,True,Unknown,240,Unknown,22,1,Unknown,4,M,58,1,1, Human Resources ,3,Married,11585,1,False,0.11,3,3,1,1,2,3,1,0,0,1999,True,A
1724,40,36-45,False,Travel Rarely,369,Research & Development,8,2,Life Sciences,2,F,92,3,2, Manufacturing Director ,1,Unknown,5041,2,True,0.16,3,2,1,18,3,3,1,0,0,1983,True,B
2409,30,26-35,False,Travel Rarely,793,Research & Development,21,1,Unknown,2,M,33,3,1, Research Scientist ,4,Married,3811,1,False,0.12,3,2,1,10,2,2,10,0,8,1993,True,A
1731,47,46-55,False,Non Travel,543,Sales,2,4,Marketing,3,M,87,3,2, Sales Executive ,2,Unknown,3536,7,False,0.11,3,4,1,4,3,1,1,0,0,1976,True,B
2410,32,26-35,True,Travel Rarely,964,Sales,1,2,Unknown,1,M,99999,1,2, Sales Executive ,2,Single,12147,6,Unknown,0.15,3,2,0,10,2,3,0,0,0,1991,False,B
1744,45,36-45,False,Travel Rarely,176,Unknown,41,3,Life Sciences,4,F,56,1,3, Human Resources ,3,Married,6595,4,Unknown,0.21,4,3,2,9,2,4,5,0,3,1978,True,A
1755,34,26-35,False,Unknown,181,Research & Development,2,4,Unknown,4,M,97,4,1, Research Scientist ,4,Married,5586,0,True,0.14,3,1,3,6,3,3,5,1,2,1989,False,A
1758,33,26-35,True,Unknown,211,Sales,16,3,Unknown,1,F,74,3,3, Sales Executive ,1,Unknown,10092,2,True,0.2,4,3,0,11,2,2,0,0,0,1990,True,B
1761,31,26-35,True,Travel Rarely,1079,Sales,16,4,Unknown,1,M,70,3,3, Sales Executive ,3,Married,19002,2,Unknown,0.13,3,1,3,11,2,3,1,0,0,1992,True,A
2411,29,26-35,False,Travel Rarely,590,Research & Development,4,3,Technical Degree,4,F,91,2,1, Research Scientist ,1,Divorced,10007,1,Unknown,0.13,3,3,1,11,2,3,1,0,0,1994,True,B
1763,30,26-35,False,Unknown,305,Research & Development,16,3,Unknown,3,M,58,4,2, Healthcare Representative ,3,Married,9128,3,False,0.16,3,3,1,10,3,3,7,1,7,1993,False,A
1766,38,36-45,False,Travel Rarely,833,Research & Development,18,3,Medical,2,M,60,1,2, Healthcare Representative ,4,Married,24539,3,Unknown,0.16,3,3,1,11,2,3,1,1,0,1985,True,A
2412,43,36-45,True,Unknown,807,Research & Development,17,3,Technical Degree,3,M,38,2,1, Research Scientist ,3,Unknown,15587,9,True,0.16,3,4,1,6,4,3,1,0,0,1980,False,A
2413,55,46-55,False,Travel Rarely,478,Research & Development,44,3,Unknown,3,M,60,2,5, Research Director ,1,Married,19805,8,False,0.12,3,2,3,34,2,3,1,0,0,1968,False,B
2414,21,18-25,True,Unknown,337,Unknown,7,1,Marketing,2,M,31,3,1, Sales Representative ,2,Single,4567,1,Unknown,0.13,3,2,0,11,3,3,1,1,0,2002,True,B
1783,22,18-25,True,Travel Rarely,1294,Research & Development,45,1,Medical,3,F,79,3,1, Laboratory Technician ,1,Unknown,15999,1,True,0.17,3,3,0,1,6,3,1,0,0,2001,True,B
2415,37,36-45,False,Travel Rarely,1239,Unknown,8,2,Other,3,M,89,3,2, Human Resources ,2,Divorced,12832,2,False,0.13,3,3,0,19,4,2,10,4,7,1986,True,B
2416,42,36-45,False,Travel Rarely,1128,Research & Development,13,3,Unknown,2,M,95,4,2, Healthcare Representative ,1,Married,5696,5,False,0.18,3,3,2,10,2,2,0,0,0,1981,False,B
1839,18,18-25,False,Unknown,1431,Research & Development,14,3,Unknown,2,F,33,3,1, Research Scientist ,3,Single,8018,1,Unknown,0.16,3,3,0,0,4,1,0,0,0,2005,True,A
1842,31,26-35,True,Travel Rarely,359,Unknown,18,5,Human Resources,4,M,89,4,1, Human Resources ,1,Married,21495,0,False,0.17,3,3,0,2,4,3,1,0,0,1992,True,B
1847,36,36-45,False,Travel Rarely,430,Research & Development,2,4,Unknown,4,F,73,3,2, Research Scientist ,2,Unknown,19573,4,True,0.22,4,4,1,11,2,3,1,0,0,1987,True,B
1853,32,26-35,False,Travel Frequently,1318,Sales,10,4,Marketing,4,M,79,3,2, Sales Executive ,4,Unknown,26075,8,Unknown,0.13,3,3,0,11,2,4,0,0,0,1991,True,A
2417,29,26-35,False,Unknown,726,Research & Development,29,1,Life Sciences,4,M,93,1,2, Healthcare Representative ,3,Divorced,21143,8,False,0.17,3,4,2,11,3,3,7,1,6,1994,False,A
1860,42,36-45,False,Travel Rarely,1142,Research & Development,8,3,Unknown,4,M,99999,3,1, Laboratory Technician ,3,Unknown,13624,4,False,0.13,3,4,0,11,3,3,0,0,0,1981,True,A
1865,29,26-35,False,Travel Rarely,352,Unknown,6,1,Unknown,4,M,87,2,1, Human Resources ,2,Married,15434,1,False,0.11,3,4,0,11,3,3,1,0,0,1994,True,B
2418,29,26-35,True,Unknown,99999,Research & Development,24,2,Unknown,4,M,73,2,1, Research Scientist ,4,Unknown,14753,1,True,0.24,3,2,0,1,3,2,1,1,0,1994,False,A
1875,28,26-35,False,Travel Rarely,1172,Sales,3,3,Medical,2,F,78,3,1, Sales Representative ,2,Unknown,3692,1,False,0.19,3,4,1,1,3,3,1,0,0,1995,True,B
1876,30,26-35,True,Unknown,945,Unknown,9,3,Unknown,2,M,89,3,1, Sales Representative ,4,Unknown,16019,1,Unknown,0.13,3,3,0,11,3,2,1,0,0,1993,False,A
2419,22,18-25,True,Travel Rarely,391,Research & Development,7,1,Life Sciences,4,M,75,3,1, Research Scientist ,2,Single,26092,1,Unknown,0.23,4,1,0,1,2,3,1,0,0,2001,True,B
1893,26,26-35,False,Unknown,482,Research & Development,1,2,Life Sciences,2,F,90,2,1, Research Scientist ,3,Unknown,14908,1,True,0.13,3,3,1,1,3,2,1,1,0,1997,False,A
1903,44,36-45,False,Travel Rarely,170,Research & Development,1,4,Unknown,2,M,78,4,2, Healthcare Representative ,1,Unknown,9364,2,Unknown,0.15,3,4,1,10,5,3,2,2,2,1979,True,B
1928,29,26-35,True,Travel Frequently,746,Sales,24,3,Technical Degree,3,M,45,4,1, Sales Representative ,1,Single,10642,1,False,0.17,3,4,0,1,3,3,1,0,0,1994,True,B
1933,28,26-35,True,Travel Rarely,1475,Sales,13,2,Marketing,4,F,84,3,2, Sales Executive ,3,Unknown,23352,3,True,0.11,3,4,0,6,0,3,2,2,2,1995,True,A
1935,56,56-65,False,Travel Rarely,1443,Sales,11,5,Unknown,4,F,89,2,2, Sales Executive ,1,Married,20328,4,Unknown,0.16,3,3,1,11,3,3,0,0,0,1967,True,B
1936,39,36-45,False,Travel Rarely,867,Research & Development,9,2,Unknown,1,M,87,3,2, Manufacturing Director ,1,Married,12315,1,False,0.25,4,4,1,10,3,3,10,7,9,1984,True,B
1938,58,56-65,False,Unknown,605,Unknown,21,3,Unknown,4,F,72,3,4, Manager ,4,Unknown,11761,4,True,0.13,3,3,1,11,2,2,1,0,0,1965,True,A
1943,42,36-45,False,Travel Rarely,419,Sales,12,4,Marketing,2,M,77,3,2, Sales Executive ,4,Divorced,2900,3,Unknown,0.12,3,3,2,14,4,3,0,0,0,1981,False,A
1944,27,26-35,True,Unknown,1337,Unknown,22,3,Unknown,1,F,58,2,1, Human Resources ,2,Married,19555,1,False,0.12,3,1,0,11,2,3,1,0,0,1996,False,B
1961,38,36-45,False,Travel Rarely,1404,Unknown,1,3,Unknown,1,M,59,2,1, Sales Representative ,1,Single,11473,4,Unknown,0.14,3,1,0,20,3,2,1,0,0,1985,True,B
1966,32,26-35,False,Unknown,1373,Research & Development,5,4,Life Sciences,4,M,56,2,2, Manufacturing Director ,4,Unknown,10138,8,False,0.24,4,2,0,11,1,3,1,0,0,1991,True,A
1974,31,26-35,False,Unknown,1276,Research & Development,2,1,Medical,4,F,59,1,1, Laboratory Technician ,4,Unknown,17536,1,Unknown,0.11,3,3,3,11,4,3,1,0,0,1992,True,A
2420,25,18-25,False,Travel Rarely,309,Unknown,2,3,Unknown,3,F,82,3,1, Human Resources ,2,Unknown,19655,4,False,0.14,3,3,0,6,3,3,2,1,2,1998,False,B
2012,40,36-45,False,Unknown,543,Research & Development,44,4,Unknown,1,M,83,3,1, Laboratory Technician ,4,Married,4060,8,False,0.19,3,3,2,8,3,2,1,0,0,1983,True,A
2421,39,36-45,False,Non Travel,105,Unknown,9,3,Unknown,4,M,87,3,5, Manager ,4,Unknown,15302,2,Unknown,0.13,3,3,0,11,3,2,6,1,3,1984,False,A
2023,23,18-25,True,Unknown,638,Unknown,9,3,Unknown,4,M,33,3,1, Sales Representative ,1,Married,26956,1,False,0.19,3,1,1,11,3,3,1,1,0,2000,False,B
2040,35,26-35,False,Travel Rarely,1146,Unknown,26,4,Life Sciences,3,F,31,3,3, Human Resources ,4,Single,16642,1,True,0.16,3,3,0,11,2,3,9,1,7,1988,False,A
1541,34,26-35,False,Travel Rarely,1440,Unknown,7,2,Technical Degree,2,M,55,3,1, Sales Representative ,3,Unknown,4944,0,True,0.25,4,2,1,12,4,3,11,5,7,1989,True,A
1947,28,26-35,False,Non Travel,1103,Research & Development,16,3,Medical,3,M,49,3,1, Research Scientist ,3,Single,2122,1,False,0.14,3,3,0,5,3,2,5,1,4,1995,False,A
1954,29,26-35,False,Unknown,136,Research & Development,1,3,Life Sciences,1,M,89,3,2, Healthcare Representative ,1,Married,6225,0,False,0.12,3,1,1,6,5,2,5,0,2,1994,False,B
2422,58,56-65,True,Travel Rarely,147,Research & Development,23,4,Medical,4,F,94,3,3, Healthcare Representative ,4,Married,3465,1,Unknown,0.12,3,4,1,40,3,2,40,15,6,1965,True,A
307,38,36-45,False,Unknown,119,Sales,3,3,Life Sciences,1,M,76,3,3, Sales Executive ,3,Divorced,9647,0,Unknown,0.12,3,3,2,11,6,2,16,5,13,1985,True,A
2423,29,26-35,False,Travel Frequently,1413,Sales,1,1,Unknown,2,F,42,3,3, Sales Executive ,4,Married,6599,1,Unknown,0.14,3,4,1,11,5,3,11,4,1,1994,True,A
374,55,46-55,False,Travel Rarely,452,Unknown,1,3,Medical,4,M,81,3,5, Manager ,1,Single,18938,0,Unknown,0.14,3,3,0,37,2,3,36,4,13,1968,True,B
2424,41,36-45,False,Unknown,334,Unknown,2,4,Unknown,4,M,88,3,4, Manager ,2,Unknown,15896,1,Unknown,0.19,3,2,0,11,2,3,22,0,4,1982,True,B
2425,39,36-45,False,Travel Rarely,1132,Research & Development,1,3,Unknown,3,M,48,4,3, Healthcare Representative ,4,Unknown,10942,0,False,0.17,3,1,3,19,5,2,18,3,7,1984,True,A
2426,38,36-45,False,Unknown,99999,Research & Development,15,2,Life Sciences,3,M,92,2,3, Research Director ,4,Unknown,15682,0,Unknown,0.14,3,2,1,11,3,3,11,2,9,1985,True,A
2427,43,36-45,False,Unknown,982,Research & Development,12,3,Unknown,1,M,99999,2,4, Research Director ,2,Unknown,4345,1,False,0.11,3,3,1,11,3,3,25,3,9,1980,True,B
524,31,26-35,False,Unknown,480,Research & Development,7,2,Unknown,2,F,31,3,2, Manufacturing Director ,1,Married,4156,1,False,0.12,3,2,1,13,5,1,13,3,12,1992,True,B
569,50,46-55,False,Travel Rarely,1099,Research & Development,29,4,Life Sciences,2,M,88,2,4, Manager ,3,Married,9314,0,False,0.15,3,2,1,28,2,3,27,15,7,1973,True,A
1044,33,26-35,False,Non Travel,1038,Sales,8,1,Life Sciences,2,F,88,2,1, Sales Representative ,4,Unknown,21437,0,Unknown,0.19,3,4,0,11,2,2,2,2,2,1990,False,A
1053,26,26-35,True,Unknown,342,Research & Development,2,3,Life Sciences,1,M,57,3,1, Research Scientist ,1,Married,15346,6,Unknown,0.14,3,2,1,6,2,3,3,1,2,1997,True,B
2428,38,36-45,False,Travel Frequently,1186,Research & Development,3,4,Unknown,3,M,44,3,1, Research Scientist ,3,Unknown,2997,3,False,0.16,3,1,1,8,2,3,2,2,2,1985,False,A
1069,46,46-55,False,Unknown,430,Research & Development,1,4,Medical,4,M,40,3,5, Research Director ,4,Unknown,21445,9,False,0.17,3,4,2,23,0,3,2,2,2,1977,True,A
1131,21,18-25,False,Unknown,984,Research & Development,25,1,Unknown,4,F,70,2,1, Research Scientist ,2,Single,25326,1,True,0.11,3,3,0,2,6,4,2,2,2,2002,True,B
1135,31,26-35,False,Travel Frequently,793,Unknown,20,3,Unknown,3,M,67,4,1, Sales Representative ,4,Married,21981,0,False,0.12,3,1,1,3,4,3,2,2,2,1992,False,A
2429,35,26-35,False,Unknown,1182,Sales,11,2,Marketing,4,M,54,3,2, Sales Executive ,4,Divorced,18500,1,Unknown,0.11,3,4,1,5,3,3,5,0,2,1988,True,A
1140,34,26-35,False,Unknown,1003,Research & Development,2,2,Unknown,4,M,95,3,2, Manufacturing Director ,3,Single,15834,2,False,0.11,3,4,0,11,3,3,3,0,2,1989,True,A
1157,33,26-35,True,Unknown,603,Sales,9,4,Unknown,1,F,77,3,2, Sales Executive ,1,Single,18385,0,Unknown,0.17,3,1,0,6,3,3,5,0,3,1990,True,B
1160,31,26-35,True,Unknown,874,Research & Development,15,3,Medical,3,M,72,3,1, Laboratory Technician ,3,Unknown,6233,1,False,0.12,3,3,1,11,5,2,2,2,2,1992,False,A
1161,37,36-45,False,Travel Rarely,367,Research & Development,25,2,Unknown,3,F,52,2,2, Healthcare Representative ,4,Unknown,17171,7,False,0.13,3,3,2,9,2,3,6,1,3,1986,False,A
1162,27,26-35,False,Travel Rarely,199,Research & Development,6,3,Unknown,4,M,55,2,1, Research Scientist ,3,Married,7950,1,False,0.13,3,3,1,4,0,3,4,2,2,1996,False,A
1185,35,26-35,False,Travel Frequently,99999,Research & Development,4,4,Other,4,M,47,2,1, Laboratory Technician ,4,Married,26537,1,Unknown,0.13,3,2,1,2,2,4,2,2,2,1988,True,A
2430,56,56-65,False,Unknown,718,Unknown,4,4,Unknown,4,F,92,3,5, Manager ,1,Divorced,18575,4,False,0.13,3,4,1,28,2,3,5,4,2,1967,False,B
1195,45,36-45,False,Unknown,1457,Research & Development,7,3,Medical,1,F,83,3,1, Research Scientist ,3,Unknown,20100,4,True,0.19,3,3,1,11,2,3,3,0,2,1978,True,A
1778,43,36-45,False,Travel Rarely,244,Unknown,2,3,Life Sciences,2,M,97,3,1, Human Resources ,4,Unknown,5033,0,False,0.13,3,2,0,11,5,3,9,1,8,1980,True,A
2431,31,26-35,False,Travel Rarely,196,Sales,29,4,Marketing,1,F,91,2,2, Sales Executive ,4,Unknown,13402,1,Unknown,0.14,3,1,2,11,3,3,12,5,7,1992,True,A
1797,35,26-35,True,Unknown,303,Sales,27,3,Unknown,3,M,84,3,2, Sales Executive ,4,Unknown,13492,1,Unknown,0.18,3,4,0,11,2,3,10,7,7,1988,True,A
1804,35,26-35,False,Non Travel,1180,Research & Development,2,2,Medical,2,M,90,3,2, Manufacturing Director ,4,Divorced,24442,2,False,0.14,3,3,1,15,6,3,7,1,7,1988,False,A
1816,30,26-35,False,Unknown,1092,Research & Development,47,3,Medical,4,F,64,3,3, Manufacturing Director ,3,Single,2739,9,False,0.14,3,2,0,9,3,3,7,0,2,1993,False,A
1821,46,46-55,True,Travel Rarely,261,Research & Development,21,2,Medical,4,F,66,3,2, Healthcare Representative ,2,Married,10842,4,False,0.22,4,4,1,13,2,4,9,3,7,1977,False,B
