Employee_Number,Age,Age_Group,Attrition,Business_Travel,Daily_Rate,Department,Distance_From_Home,Education,Education_Field,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_Companies_Worked,Over_Time,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Satisfaction_Group,Stock_Option_Level,Total_Working_Years,Training_Times_Last_Year,Work_Life_Balance,Years_At_Company,Years_Since_Last_Promotion,Years_With_Curr_Manager,Date_Birth,Remote_Work
1206,44,36-45,False,Non Travel,111,Research & Development,26,3,Unknown,3,M,74,1,1, Research Scientist ,3,Single,2290,4279,2,False,13,3,4,Unknown,0,6,3,3,0,0,0,1979,True
1210,41,36-45,True,Non Travel,906,Research & Development,5,2,Life Sciences,1,M,95,2,1, Research Scientist ,1,Unknown,2107,20293,6,False,17,3,1,Unknown,1,5,2,1,1,0,0,1982,True
2401,40,36-45,False,Travel Frequently,1184,Sales,2,4,Unknown,2,M,62,3,2, Sales Executive ,2,Unknown,99999,25440,5,False,12,3,4,Unknown,3,11,2,3,0,0,0,1983,False
2402,24,18-25,True,Unknown,984,Research & Development,17,2,Life Sciences,4,F,97,3,1, Laboratory Technician ,2,Unknown,2210,3372,1,Unknown,13,3,1,Unknown,1,1,3,1,1,0,0,1999,True
1242,42,36-45,False,Travel Frequently,458,Research & Development,26,5,Medical,1,F,60,3,3, Research Director ,1,Married,13191,23281,3,True,17,3,3,Unknown,0,11,6,3,1,0,0,1981,False
1256,49,46-55,False,Unknown,1098,Research & Development,4,2,Medical,1,M,85,2,5, Manager ,3,Married,99999,12124,2,Unknown,13,3,3,Unknown,1,23,2,4,1,0,0,1974,True
1258,48,46-55,False,Travel Rarely,969,Research & Development,2,2,Technical Degree,4,M,76,4,1, Laboratory Technician ,2,Single,99999,16620,5,Unknown,11,3,3,Unknown,0,7,4,2,1,0,0,1975,True
1260,29,26-35,False,Travel Rarely,1329,Research & Development,7,3,Unknown,3,M,82,3,2, Healthcare Representative ,4,Unknown,99999,4204,1,Unknown,11,3,2,Unknown,2,6,2,3,6,1,0,1994,True
1263,48,46-55,False,Unknown,715,Research & Development,1,3,Life Sciences,4,M,76,2,5, Research Director ,4,Single,18265,8733,6,False,12,3,3,Unknown,0,11,3,4,1,0,0,1975,True
2403,34,26-35,False,Unknown,1320,Research & Development,20,3,Technical Degree,3,F,89,4,1, Research Scientist ,3,Unknown,99999,21643,0,False,17,3,4,Unknown,0,2,5,2,1,0,0,1989,True
1269,19,18-25,False,Unknown,265,Research & Development,25,3,Life Sciences,2,F,57,4,1, Research Scientist ,4,Single,99999,21221,1,Unknown,12,3,4,Unknown,0,1,2,3,1,0,1,2004,True
1270,23,18-25,False,Unknown,373,Research & Development,1,2,Unknown,4,M,47,3,1, Research Scientist ,3,Unknown,99999,16901,1,False,22,4,4,Unknown,1,1,2,3,1,0,1,2000,False
1273,25,18-25,True,Travel Frequently,599,Unknown,32,1,Unknown,3,M,73,1,1, Sales Representative ,4,Single,1118,8040,1,True,14,3,4,Unknown,0,1,4,3,1,1,0,1998,True
2404,42,36-45,False,Unknown,603,Research & Development,34,4,Medical,2,F,78,4,2, Research Scientist ,2,Married,2372,5628,6,True,16,3,4,Unknown,0,18,2,3,1,0,0,1981,False
2405,51,46-55,False,Travel Frequently,968,Research & Development,6,2,Medical,2,F,40,2,1, Laboratory Technician ,3,Single,2838,4257,0,Unknown,14,3,2,Unknown,0,8,6,2,7,7,7,1972,False
1306,45,36-45,False,Travel Frequently,364,Unknown,25,3,Medical,2,F,99999,3,5, Manager ,2,Unknown,18061,13035,3,Unknown,22,4,3,Unknown,0,22,4,3,0,0,0,1978,False
1364,27,26-35,False,Unknown,1291,Unknown,11,3,Medical,3,F,98,4,1, Sales Representative ,4,Married,99999,6527,8,Unknown,14,3,2,Unknown,1,5,4,3,1,0,0,1996,True
1368,18,18-25,False,Non Travel,1124,Research & Development,1,3,Unknown,4,F,97,3,1, Laboratory Technician ,4,Single,1611,19305,1,Unknown,15,3,3,Unknown,0,0,5,4,0,0,0,2005,False
1379,31,26-35,True,Travel Frequently,703,Unknown,2,3,Unknown,3,F,90,2,1, Sales Representative ,4,Single,99999,11882,7,False,14,3,3,Unknown,0,3,3,4,1,0,0,1992,True
1427,31,26-35,True,Travel Frequently,99999,Unknown,1,4,Life Sciences,2,F,50,1,1, Sales Representative ,3,Single,99999,16154,1,Unknown,12,3,2,Unknown,0,11,3,3,1,0,0,1992,False
1433,31,26-35,True,Travel Rarely,202,Research & Development,8,3,Life Sciences,1,F,34,2,1, Research Scientist ,2,Unknown,99999,22262,1,Unknown,12,3,3,Unknown,0,11,3,4,1,0,0,1992,False
1434,27,26-35,False,Travel Rarely,1377,Research & Development,11,1,Life Sciences,2,M,91,3,1, Laboratory Technician ,1,Married,99999,7679,0,Unknown,14,3,2,Unknown,0,6,3,4,5,1,4,1996,False
1458,39,36-45,True,Unknown,592,Research & Development,2,3,Unknown,1,F,54,2,1, Laboratory Technician ,1,Single,99999,17181,2,True,23,4,2,Unknown,0,11,2,4,1,0,0,1984,True
1481,44,36-45,False,Travel Frequently,383,Sales,1,5,Marketing,1,F,79,3,2, Sales Executive ,3,Married,4768,9282,7,Unknown,12,3,3,Unknown,1,11,4,2,1,0,0,1979,False
1482,30,26-35,False,Unknown,990,Research & Development,25,3,Unknown,3,M,99999,3,1, Research Scientist ,3,Unknown,1274,7152,1,Unknown,13,3,2,Unknown,2,1,2,2,1,0,0,1993,False
2406,35,26-35,False,Travel Rarely,660,Unknown,26,1,Life Sciences,4,M,76,3,1, Sales Representative ,3,Unknown,2404,16192,1,False,13,3,1,Unknown,1,1,3,3,1,0,0,1988,True
1494,24,18-25,True,Travel Frequently,381,Research & Development,9,3,Unknown,2,M,89,3,1, Laboratory Technician ,1,Unknown,99999,16998,2,Unknown,11,3,3,Unknown,0,11,2,2,0,0,0,1999,False
2407,24,18-25,False,Unknown,830,Unknown,13,2,Unknown,4,F,78,3,1, Sales Representative ,2,Married,2033,7103,1,Unknown,13,3,3,Unknown,1,1,2,3,1,0,0,1999,True
1504,28,26-35,True,Unknown,289,Research & Development,2,2,Medical,3,M,99999,2,1, Laboratory Technician ,1,Single,2561,5355,7,False,11,3,3,Unknown,0,8,2,2,0,0,0,1995,True
2408,28,26-35,False,Travel Rarely,1423,Research & Development,1,3,Life Sciences,1,M,72,2,1, Research Scientist ,3,Unknown,1563,12530,1,Unknown,14,3,4,Unknown,1,1,2,1,1,0,0,1995,False
1515,33,26-35,False,Unknown,516,Research & Development,8,5,Unknown,4,M,69,3,2, Healthcare Representative ,3,Unknown,6388,22049,2,Unknown,17,3,1,Unknown,0,14,6,3,0,0,0,1990,True
1525,39,36-45,False,Travel Rarely,1089,Research & Development,6,3,Unknown,2,F,32,3,3, Manufacturing Director ,2,Single,8376,9150,4,Unknown,18,3,4,Unknown,0,9,3,3,2,2,2,1984,False
1542,42,36-45,False,Unknown,1210,Research & Development,2,3,Medical,3,M,68,2,1, Laboratory Technician ,2,Married,4841,24052,4,Unknown,14,3,2,Unknown,1,11,3,3,1,0,0,1981,True
1558,29,26-35,False,Travel Rarely,598,Research & Development,9,3,Unknown,3,M,91,4,1, Research Scientist ,3,Married,99999,22376,6,False,18,3,1,Unknown,2,11,2,2,1,0,0,1994,False
1564,35,26-35,False,Travel Rarely,992,Research & Development,1,3,Unknown,4,M,68,2,1, Laboratory Technician ,1,Unknown,99999,21731,1,False,19,3,2,Unknown,0,11,3,3,3,1,2,1988,False
2409,35,26-35,True,Travel Rarely,104,Research & Development,14,3,Unknown,2,F,69,3,1, Laboratory Technician ,1,Unknown,2074,26619,1,Unknown,12,3,4,Unknown,1,1,2,3,1,0,0,1988,True
1577,34,26-35,False,Unknown,479,Research & Development,13,4,Medical,2,M,35,3,1, Research Scientist ,4,Single,2972,22061,1,Unknown,13,3,3,Unknown,0,11,4,3,1,0,0,1989,False
1581,26,26-35,False,Travel Rarely,474,Research & Development,3,3,Unknown,1,F,89,3,1, Research Scientist ,4,Unknown,99999,11133,1,Unknown,21,4,1,Unknown,0,1,5,3,1,0,0,1997,True
2410,36,36-45,False,Travel Rarely,884,Sales,1,4,Life Sciences,2,F,73,3,2, Sales Executive ,3,Single,6815,21447,6,False,13,3,1,Unknown,0,11,5,3,1,0,0,1987,True
1591,50,46-55,False,Unknown,264,Unknown,24,3,Marketing,3,M,59,3,5, Manager ,3,Married,99999,19519,4,True,16,3,3,Unknown,1,11,2,3,1,0,0,1973,False
2411,42,36-45,False,Travel Rarely,1059,Unknown,9,2,Unknown,4,M,93,2,5, Manager ,4,Unknown,99999,26362,8,False,22,4,4,Unknown,0,24,2,3,1,0,1,1981,False
1601,35,26-35,False,Unknown,1349,Research & Development,7,2,Life Sciences,3,M,63,2,1, Laboratory Technician ,4,Unknown,2690,7713,1,False,18,3,4,Unknown,1,11,5,2,1,0,1,1988,False
1602,46,46-55,False,Travel Rarely,563,Unknown,1,4,Life Sciences,4,M,56,4,4, Manager ,1,Unknown,17567,3156,1,Unknown,15,3,2,Unknown,0,27,5,1,26,0,12,1977,False
1624,18,18-25,True,Travel Frequently,544,Sales,3,2,Medical,2,F,70,3,1, Sales Representative ,4,Single,1569,18420,1,True,12,3,3,Unknown,0,0,2,4,0,0,0,2005,True
1669,29,26-35,False,Unknown,991,Sales,5,3,Unknown,1,M,43,2,2, Sales Executive ,2,Divorced,4187,3356,1,True,13,3,2,Unknown,1,10,3,2,10,0,9,1994,True
1673,31,26-35,False,Unknown,1112,Sales,5,4,Life Sciences,1,F,67,3,2, Sales Executive ,4,Unknown,99999,22589,1,False,11,3,1,Unknown,2,10,2,3,10,0,2,1992,True
1678,41,36-45,False,Travel Rarely,1206,Sales,23,2,Unknown,4,M,80,3,3, Sales Executive ,3,Single,99999,11591,3,Unknown,16,3,4,Unknown,0,21,2,3,2,0,2,1982,True
2412,38,36-45,False,Travel Rarely,1495,Research & Development,4,2,Unknown,4,F,87,3,1, Laboratory Technician ,3,Unknown,3306,26176,7,Unknown,19,3,4,Unknown,1,7,5,3,0,0,0,1985,True
2413,32,26-35,True,Travel Rarely,1259,Research & Development,2,4,Life Sciences,4,M,95,3,1, Laboratory Technician ,2,Single,1393,24852,1,False,12,3,1,Unknown,0,1,2,3,1,0,0,1991,True
1697,60,56-65,False,Unknown,99999,Research & Development,1,4,Unknown,3,M,92,1,3, Healthcare Representative ,4,Divorced,10883,20467,3,False,20,4,3,Unknown,1,19,2,4,1,0,0,1963,False
1714,24,18-25,True,Unknown,240,Unknown,22,1,Unknown,4,M,58,1,1, Human Resources ,3,Married,99999,11585,1,False,11,3,3,Unknown,1,1,2,3,1,0,0,1999,True
1724,40,36-45,False,Travel Rarely,369,Research & Development,8,2,Life Sciences,2,F,92,3,2, Manufacturing Director ,1,Unknown,99999,5041,2,True,16,3,2,Unknown,1,18,3,3,1,0,0,1983,True
2414,30,26-35,False,Travel Rarely,793,Research & Development,21,1,Unknown,2,M,33,3,1, Research Scientist ,4,Married,2862,3811,1,False,12,3,2,Unknown,1,10,2,2,10,0,8,1993,True
1731,47,46-55,False,Non Travel,543,Sales,2,4,Marketing,3,M,87,3,2, Sales Executive ,2,Unknown,99999,3536,7,False,11,3,4,Unknown,1,4,3,1,1,0,0,1976,True
2415,32,26-35,True,Travel Rarely,964,Sales,1,2,Unknown,1,M,99999,1,2, Sales Executive ,2,Single,6735,12147,6,Unknown,15,3,2,Unknown,0,10,2,3,0,0,0,1991,False
1744,45,36-45,False,Travel Rarely,176,Unknown,41,3,Life Sciences,4,F,56,1,3, Human Resources ,3,Married,9756,6595,4,Unknown,21,4,3,Unknown,2,9,2,4,5,0,3,1978,True
1755,34,26-35,False,Unknown,181,Research & Development,2,4,Unknown,4,M,97,4,1, Research Scientist ,4,Married,99999,5586,0,True,14,3,1,Unknown,3,6,3,3,5,1,2,1989,False
1758,33,26-35,True,Unknown,211,Sales,16,3,Unknown,1,F,74,3,3, Sales Executive ,1,Unknown,99999,10092,2,True,20,4,3,Unknown,0,11,2,2,0,0,0,1990,True
1761,31,26-35,True,Travel Rarely,1079,Sales,16,4,Unknown,1,M,70,3,3, Sales Executive ,3,Married,99999,19002,2,Unknown,13,3,1,Unknown,3,11,2,3,1,0,0,1992,True
2416,29,26-35,False,Travel Rarely,590,Research & Development,4,3,Technical Degree,4,F,91,2,1, Research Scientist ,1,Divorced,99999,10007,1,Unknown,13,3,3,Unknown,1,11,2,3,1,0,0,1994,True
1763,30,26-35,False,Unknown,305,Research & Development,16,3,Unknown,3,M,58,4,2, Healthcare Representative ,3,Married,5294,9128,3,False,16,3,3,Unknown,1,10,3,3,7,1,7,1993,False
1766,38,36-45,False,Travel Rarely,833,Research & Development,18,3,Medical,2,M,60,1,2, Healthcare Representative ,4,Married,99999,24539,3,Unknown,16,3,3,Unknown,1,11,2,3,1,1,0,1985,True
2417,43,36-45,True,Unknown,807,Research & Development,17,3,Technical Degree,3,M,38,2,1, Research Scientist ,3,Unknown,2437,15587,9,True,16,3,4,Unknown,1,6,4,3,1,0,0,1980,False
2418,55,46-55,False,Travel Rarely,478,Research & Development,44,3,Unknown,3,M,60,2,5, Research Director ,1,Married,99999,19805,8,False,12,3,2,Unknown,3,34,2,3,1,0,0,1968,False
2419,21,18-25,True,Unknown,337,Unknown,7,1,Marketing,2,M,31,3,1, Sales Representative ,2,Single,99999,4567,1,Unknown,13,3,2,Unknown,0,11,3,3,1,1,0,2002,True
1783,22,18-25,True,Travel Rarely,1294,Research & Development,45,1,Medical,3,F,79,3,1, Laboratory Technician ,1,Unknown,99999,15999,1,True,17,3,3,Unknown,0,1,6,3,1,0,0,2001,True
2420,37,36-45,False,Travel Rarely,1239,Unknown,8,2,Other,3,M,89,3,2, Human Resources ,2,Divorced,4071,12832,2,False,13,3,3,Unknown,0,19,4,2,10,4,7,1986,True
2421,42,36-45,False,Travel Rarely,1128,Research & Development,13,3,Unknown,2,M,95,4,2, Healthcare Representative ,1,Married,99999,5696,5,False,18,3,3,Unknown,2,10,2,2,0,0,0,1981,False
1839,18,18-25,False,Unknown,1431,Research & Development,14,3,Unknown,2,F,33,3,1, Research Scientist ,3,Single,99999,8018,1,Unknown,16,3,3,Unknown,0,0,4,1,0,0,0,2005,True
1842,31,26-35,True,Travel Rarely,359,Unknown,18,5,Human Resources,4,M,89,4,1, Human Resources ,1,Married,2956,21495,0,False,17,3,3,Unknown,0,2,4,3,1,0,0,1992,True
1847,36,36-45,False,Travel Rarely,430,Research & Development,2,4,Unknown,4,F,73,3,2, Research Scientist ,2,Unknown,99999,19573,4,True,22,4,4,Unknown,1,11,2,3,1,0,0,1987,True
1853,32,26-35,False,Travel Frequently,1318,Sales,10,4,Marketing,4,M,79,3,2, Sales Executive ,4,Unknown,4648,26075,8,Unknown,13,3,3,Unknown,0,11,2,4,0,0,0,1991,True
2422,29,26-35,False,Unknown,726,Research & Development,29,1,Life Sciences,4,M,93,1,2, Healthcare Representative ,3,Divorced,99999,21143,8,False,17,3,4,Unknown,2,11,3,3,7,1,6,1994,False
1860,42,36-45,False,Travel Rarely,1142,Research & Development,8,3,Unknown,4,M,99999,3,1, Laboratory Technician ,3,Unknown,99999,13624,4,False,13,3,4,Unknown,0,11,3,3,0,0,0,1981,True
1865,29,26-35,False,Travel Rarely,352,Unknown,6,1,Unknown,4,M,87,2,1, Human Resources ,2,Married,2804,15434,1,False,11,3,4,Unknown,0,11,3,3,1,0,0,1994,True
2423,29,26-35,True,Unknown,99999,Research & Development,24,2,Unknown,4,M,73,2,1, Research Scientist ,4,Unknown,2439,14753,1,True,24,3,2,Unknown,0,1,3,2,1,1,0,1994,False
1875,28,26-35,False,Travel Rarely,1172,Sales,3,3,Medical,2,F,78,3,1, Sales Representative ,2,Unknown,2856,3692,1,False,19,3,4,Unknown,1,1,3,3,1,0,0,1995,True
1876,30,26-35,True,Unknown,945,Unknown,9,3,Unknown,2,M,89,3,1, Sales Representative ,4,Unknown,99999,16019,1,Unknown,13,3,3,Unknown,0,11,3,2,1,0,0,1993,False
2424,22,18-25,True,Travel Rarely,391,Research & Development,7,1,Life Sciences,4,M,75,3,1, Research Scientist ,2,Single,99999,26092,1,Unknown,23,4,1,Unknown,0,1,2,3,1,0,0,2001,True
1893,26,26-35,False,Unknown,482,Research & Development,1,2,Life Sciences,2,F,90,2,1, Research Scientist ,3,Unknown,2933,14908,1,True,13,3,3,Unknown,1,1,3,2,1,1,0,1997,False
1903,44,36-45,False,Travel Rarely,170,Research & Development,1,4,Unknown,2,M,78,4,2, Healthcare Representative ,1,Unknown,99999,9364,2,Unknown,15,3,4,Unknown,1,10,5,3,2,2,2,1979,True
1928,29,26-35,True,Travel Frequently,746,Sales,24,3,Technical Degree,3,M,45,4,1, Sales Representative ,1,Single,1091,10642,1,False,17,3,4,Unknown,0,1,3,3,1,0,0,1994,True
1933,28,26-35,True,Travel Rarely,1475,Sales,13,2,Marketing,4,F,84,3,2, Sales Executive ,3,Unknown,99999,23352,3,True,11,3,4,Unknown,0,6,0,3,2,2,2,1995,True
1935,56,56-65,False,Travel Rarely,1443,Sales,11,5,Unknown,4,F,89,2,2, Sales Executive ,1,Married,99999,20328,4,Unknown,16,3,3,Unknown,1,11,3,3,0,0,0,1967,True
1936,39,36-45,False,Travel Rarely,867,Research & Development,9,2,Unknown,1,M,87,3,2, Manufacturing Director ,1,Married,5151,12315,1,False,25,4,4,Unknown,1,10,3,3,10,7,9,1984,True
1938,58,56-65,False,Unknown,605,Unknown,21,3,Unknown,4,F,72,3,4, Manager ,4,Unknown,99999,11761,4,True,13,3,3,Unknown,1,11,2,2,1,0,0,1965,True
1943,42,36-45,False,Travel Rarely,419,Sales,12,4,Marketing,2,M,77,3,2, Sales Executive ,4,Divorced,99999,2900,3,Unknown,12,3,3,Unknown,2,14,4,3,0,0,0,1981,False
1944,27,26-35,True,Unknown,1337,Unknown,22,3,Unknown,1,F,58,2,1, Human Resources ,2,Married,2863,19555,1,False,12,3,1,Unknown,0,11,2,3,1,0,0,1996,False
1961,38,36-45,False,Travel Rarely,1404,Unknown,1,3,Unknown,1,M,59,2,1, Sales Representative ,1,Single,2858,11473,4,Unknown,14,3,1,Unknown,0,20,3,2,1,0,0,1985,True
1966,32,26-35,False,Unknown,1373,Research & Development,5,4,Life Sciences,4,M,56,2,2, Manufacturing Director ,4,Unknown,99999,10138,8,False,24,4,2,Unknown,0,11,1,3,1,0,0,1991,True
1974,31,26-35,False,Unknown,1276,Research & Development,2,1,Medical,4,F,59,1,1, Laboratory Technician ,4,Unknown,1129,17536,1,Unknown,11,3,3,Unknown,3,11,4,3,1,0,0,1992,True
2425,25,18-25,False,Travel Rarely,309,Unknown,2,3,Unknown,3,F,82,3,1, Human Resources ,2,Unknown,99999,19655,4,False,14,3,3,Unknown,0,6,3,3,2,1,2,1998,False
2012,40,36-45,False,Unknown,543,Research & Development,44,4,Unknown,1,M,83,3,1, Laboratory Technician ,4,Married,99999,4060,8,False,19,3,3,Unknown,2,8,3,2,1,0,0,1983,True
2426,39,36-45,False,Non Travel,105,Unknown,9,3,Unknown,4,M,87,3,5, Manager ,4,Unknown,19431,15302,2,Unknown,13,3,3,Unknown,0,11,3,2,6,1,3,1984,False
2023,23,18-25,True,Unknown,638,Unknown,9,3,Unknown,4,M,33,3,1, Sales Representative ,1,Married,99999,26956,1,False,19,3,1,Unknown,1,11,3,3,1,1,0,2000,False
2040,35,26-35,False,Travel Rarely,1146,Unknown,26,4,Life Sciences,3,F,31,3,3, Human Resources ,4,Single,99999,16642,1,True,16,3,3,Unknown,0,11,2,3,9,1,7,1988,False
1541,34,26-35,False,Travel Rarely,1440,Unknown,7,2,Technical Degree,2,M,55,3,1, Sales Representative ,3,Unknown,2308,4944,0,True,25,4,2,Unknown,1,12,4,3,11,5,7,1989,True
1947,28,26-35,False,Non Travel,1103,Research & Development,16,3,Medical,3,M,49,3,1, Research Scientist ,3,Single,2144,2122,1,False,14,3,3,Unknown,0,5,3,2,5,1,4,1995,False
1954,29,26-35,False,Unknown,136,Research & Development,1,3,Life Sciences,1,M,89,3,2, Healthcare Representative ,1,Married,5373,6225,0,False,12,3,1,Unknown,1,6,5,2,5,0,2,1994,False
2427,58,56-65,True,Travel Rarely,147,Research & Development,23,4,Medical,4,F,94,3,3, Healthcare Representative ,4,Married,99999,3465,1,Unknown,12,3,4,Unknown,1,40,3,2,40,15,6,1965,True
307,38,36-45,False,Unknown,119,Sales,3,3,Life Sciences,1,M,76,3,3, Sales Executive ,3,Divorced,99999,9647,0,Unknown,12,3,3,Unknown,2,11,6,2,16,5,13,1985,True
2428,29,26-35,False,Travel Frequently,1413,Sales,1,1,Unknown,2,F,42,3,3, Sales Executive ,4,Married,99999,6599,1,Unknown,14,3,4,Unknown,1,11,5,3,11,4,1,1994,True
374,55,46-55,False,Travel Rarely,452,Unknown,1,3,Medical,4,M,81,3,5, Manager ,1,Single,19045,18938,0,Unknown,14,3,3,Unknown,0,37,2,3,36,4,13,1968,True
2429,41,36-45,False,Unknown,334,Unknown,2,4,Unknown,4,M,88,3,4, Manager ,2,Unknown,16015,15896,1,Unknown,19,3,2,Unknown,0,11,2,3,22,0,4,1982,True
2430,39,36-45,False,Travel Rarely,1132,Research & Development,1,3,Unknown,3,M,48,4,3, Healthcare Representative ,4,Unknown,9613,10942,0,False,17,3,1,Unknown,3,19,5,2,18,3,7,1984,True
2431,38,36-45,False,Unknown,99999,Research & Development,15,2,Life Sciences,3,M,92,2,3, Research Director ,4,Unknown,11510,15682,0,Unknown,14,3,2,Unknown,1,11,3,3,11,2,9,1985,True
2432,43,36-45,False,Unknown,982,Research & Development,12,3,Unknown,1,M,99999,2,4, Research Director ,2,Unknown,99999,4345,1,False,11,3,3,Unknown,1,11,3,3,25,3,9,1980,True
524,31,26-35,False,Unknown,480,Research & Development,7,2,Unknown,2,F,31,3,2, Manufacturing Director ,1,Married,4306,4156,1,False,12,3,2,Unknown,1,13,5,1,13,3,12,1992,True
569,50,46-55,False,Travel Rarely,1099,Research & Development,29,4,Life Sciences,2,M,88,2,4, Manager ,3,Married,17046,9314,0,False,15,3,2,Unknown,1,28,2,3,27,15,7,1973,True
1044,33,26-35,False,Non Travel,1038,Sales,8,1,Life Sciences,2,F,88,2,1, Sales Representative ,4,Unknown,99999,21437,0,Unknown,19,3,4,Unknown,0,11,2,2,2,2,2,1990,False
1053,26,26-35,True,Unknown,342,Research & Development,2,3,Life Sciences,1,M,57,3,1, Research Scientist ,1,Married,2042,15346,6,Unknown,14,3,2,Unknown,1,6,2,3,3,1,2,1997,True
2433,38,36-45,False,Travel Frequently,1186,Research & Development,3,4,Unknown,3,M,44,3,1, Research Scientist ,3,Unknown,2821,2997,3,False,16,3,1,Unknown,1,8,2,3,2,2,2,1985,False
1069,46,46-55,False,Unknown,430,Research & Development,1,4,Medical,4,M,40,3,5, Research Director ,4,Unknown,99999,21445,9,False,17,3,4,Unknown,2,23,0,3,2,2,2,1977,True
1131,21,18-25,False,Unknown,984,Research & Development,25,1,Unknown,4,F,70,2,1, Research Scientist ,2,Single,2070,25326,1,True,11,3,3,Unknown,0,2,6,4,2,2,2,2002,True
1135,31,26-35,False,Travel Frequently,793,Unknown,20,3,Unknown,3,M,67,4,1, Sales Representative ,4,Married,2791,21981,0,False,12,3,1,Unknown,1,3,4,3,2,2,2,1992,False
2434,35,26-35,False,Unknown,1182,Sales,11,2,Marketing,4,M,54,3,2, Sales Executive ,4,Divorced,99999,18500,1,Unknown,11,3,4,Unknown,1,5,3,3,5,0,2,1988,True
1140,34,26-35,False,Unknown,1003,Research & Development,2,2,Unknown,4,M,95,3,2, Manufacturing Director ,3,Single,99999,15834,2,False,11,3,4,Unknown,0,11,3,3,3,0,2,1989,True
1157,33,26-35,True,Unknown,603,Sales,9,4,Unknown,1,F,77,3,2, Sales Executive ,1,Single,8224,18385,0,Unknown,17,3,1,Unknown,0,6,3,3,5,0,3,1990,True
1160,31,26-35,True,Unknown,874,Research & Development,15,3,Medical,3,M,72,3,1, Laboratory Technician ,3,Unknown,2610,6233,1,False,12,3,3,Unknown,1,11,5,2,2,2,2,1992,False
1161,37,36-45,False,Travel Rarely,367,Research & Development,25,2,Unknown,3,F,52,2,2, Healthcare Representative ,4,Unknown,5731,17171,7,False,13,3,3,Unknown,2,9,2,3,6,1,3,1986,False
1162,27,26-35,False,Travel Rarely,199,Research & Development,6,3,Unknown,4,M,55,2,1, Research Scientist ,3,Married,2539,7950,1,False,13,3,3,Unknown,1,4,0,3,4,2,2,1996,False
1185,35,26-35,False,Travel Frequently,99999,Research & Development,4,4,Other,4,M,47,2,1, Laboratory Technician ,4,Married,2376,26537,1,Unknown,13,3,2,Unknown,1,2,2,4,2,2,2,1988,True
2435,56,56-65,False,Unknown,718,Unknown,4,4,Unknown,4,F,92,3,5, Manager ,1,Divorced,99999,18575,4,False,13,3,4,Unknown,1,28,2,3,5,4,2,1967,False
1195,45,36-45,False,Unknown,1457,Research & Development,7,3,Medical,1,F,83,3,1, Research Scientist ,3,Unknown,99999,20100,4,True,19,3,3,Unknown,1,11,2,3,3,0,2,1978,True
1778,43,36-45,False,Travel Rarely,244,Unknown,2,3,Life Sciences,2,M,97,3,1, Human Resources ,4,Unknown,3539,5033,0,False,13,3,2,Unknown,0,11,5,3,9,1,8,1980,True
2436,31,26-35,False,Travel Rarely,196,Sales,29,4,Marketing,1,F,91,2,2, Sales Executive ,4,Unknown,5468,13402,1,Unknown,14,3,1,Unknown,2,11,3,3,12,5,7,1992,True
1797,35,26-35,True,Unknown,303,Sales,27,3,Unknown,3,M,84,3,2, Sales Executive ,4,Unknown,5813,13492,1,Unknown,18,3,4,Unknown,0,11,2,3,10,7,7,1988,True
1804,35,26-35,False,Non Travel,1180,Research & Development,2,2,Medical,2,M,90,3,2, Manufacturing Director ,4,Divorced,99999,24442,2,False,14,3,3,Unknown,1,15,6,3,7,1,7,1988,False
1816,30,26-35,False,Unknown,1092,Research & Development,47,3,Medical,4,F,64,3,3, Manufacturing Director ,3,Single,9667,2739,9,False,14,3,2,Unknown,0,9,3,3,7,0,2,1993,False
1821,46,46-55,True,Travel Rarely,261,Research & Development,21,2,Medical,4,F,66,3,2, Healthcare Representative ,2,Married,99999,10842,4,False,22,4,4,Unknown,1,13,2,4,9,3,7,1977,False
